Policy_ID,Applicant_ID,Coverage_Amount,Decision,Property_Type,Application_Date
POL-200425,TG-104806,18352.0,Approved,Townhouse,2024-09-26
POL-200426,TG-103879,22911.0,Denied,Condo,2023-03-25
POL-200427,TG-101787,19924.0,Denied, apartment ,2024-03-05
POL-200428,TG-101273,14047.0,Denied,Townhouse,2024-11-04
POL-200429,TG-105489,9888.0,Pending, apartment ,2024-08-20
POL-200430,TG-104389,24554.0, approved ,Apartment,2024-08-01
POL-200431,TG-103984,15662.0,Pending,Apartment,2024-06-19
POL-200432,TG-106969,16856.0, approved ,Townhouse,2023-11-20
POL-200433,TG-100197,12852.0, approved ,Condo,2023-09-25
POL-200434,TG-109404,12088.0,Pending,Townhouse,2023-07-29
POL-200435,TG-108345,17519.0,Pending,Condo,2024-11-16
POL-200436,TG-103898,24302.0,Approved, apartment ,2025-01-03
POL-200437,TG-100219,6208.0,Approved,Condo,2023-11-18
POL-200438,TG-100460,17136.0,Denied,Apartment,2023-09-02
POL-200439,TG-103245,16658.0,Denied,Apartment,2023-09-29
POL-200440,TG-106353,17921.0,Pending,Condo,2024-02-10
POL-200441,TG-109367,18498.0,Pending, apartment ,2023-05-15
POL-200442,TG-104233,5239.0, approved ,Apartment,2024-11-18
POL-200443,TG-102986,7382.0, approved ,Condo,2024-10-22
POL-200444,TG-109014,15612.0, approved , apartment ,2023-11-04
POL-200445,TG-104828,20848.0,Pending,Townhouse,2024-04-13
POL-200446,TG-108378,8435.0,Approved,Townhouse,2023-11-20
POL-200447,TG-109049,17944.0,Pending,Townhouse,2025-02-08
POL-200448,TG-105495,17570.0, approved ,Townhouse,2023-03-16
POL-200449,TG-102439,5082.0,Denied,Townhouse,2023-01-10
POL-200450,TG-101619,6577.0,Pending,Townhouse,2024-04-14
POL-200451,TG-105653,5181.0,Pending,Townhouse,2024-09-28
POL-200452,TG-109656,6138.0,Denied,Condo,2024-07-30
POL-200453,TG-101459,8154.0,Pending, apartment ,2023-04-13
POL-200454,TG-101327,23684.0,Pending,Apartment,2023-03-17
POL-200455,TG-101143,13053.0,Denied, apartment ,2024-07-04
POL-200456,TG-102135,12622.0,Denied,Townhouse,2023-08-07
POL-200457,TG-106549,8207.0,Pending,Condo,2024-06-02
POL-200458,TG-108150,10188.0,Denied,Condo,2023-09-29
POL-200459,TG-106576,12260.0,Approved, apartment ,2023-05-16
POL-200460,TG-103547,8317.0,Denied,Apartment,2023-12-24
POL-200461,TG-106979,8256.0, approved ,Condo,2023-03-12
POL-200462,TG-100148,18758.0,Pending,Townhouse,2025-06-19
POL-200463,TG-101531,5744.0,Denied,Apartment,2023-09-08
POL-200464,TG-106425,15012.0,Approved,Apartment,2024-01-14
POL-200465,TG-105774,11690.0,Denied,Apartment,2023-10-19
POL-200466,TG-100558,19230.0, approved ,Apartment,2023-06-11
POL-200467,TG-105390,6163.0, approved ,Condo,2024-03-24
POL-200468,TG-102645,10904.0,Pending, apartment ,2025-05-03
POL-200469,TG-103507,5314.0,Approved,Apartment,2024-07-10
POL-200470,,23413.0,Approved, apartment ,2024-12-21
POL-200471,TG-102173,23894.0,Approved,Apartment,2023-11-06
POL-200472,TG-105779,13406.0,Pending,Condo,2024-09-18
POL-200473,TG-100248,11325.0,Denied,Condo,2025-04-06
POL-200474,TG-103584,22143.0,Approved,Townhouse,2024-10-31
POL-200475,TG-101355,24175.0,Denied,Townhouse,2024-06-25
POL-200476,TG-101393,12632.0,Denied,Townhouse,2023-01-09
POL-200477,TG-106589,16818.0, approved ,Apartment,2024-11-14
POL-200478,TG-103007,12538.0,Denied,Apartment,2025-04-16
POL-200479,TG-109107,14698.0,Pending,Condo,2024-07-21
POL-200480,TG-107605,15230.0,Pending,Condo,2023-11-03
POL-200481,TG-103096,6317.0,Pending, apartment ,2024-11-10
POL-200482,TG-109830,11794.0, approved ,Condo,2023-04-17
POL-200483,TG-102048,21533.0,Denied,Condo,2025-06-18
POL-200484,TG-106723,24340.0, approved , apartment ,2023-05-18
POL-200485,TG-108962,15009.0, approved , apartment ,2023-09-28
POL-200486,TG-104515,15741.0,Denied,Apartment,2023-04-29
POL-200487,TG-103573,24049.0,Pending,Apartment,2023-04-20
POL-200488,TG-102322,5111.0,Pending, apartment ,2025-01-30
POL-200489,TG-106344,5894.0, approved ,Apartment,2024-07-20
POL-200490,TG-102217,19756.0,Pending,Apartment,2023-06-09
POL-200491,TG-109512,19002.0,Denied,Apartment,2023-10-06
POL-200492,TG-108211,7810.0,Approved,Apartment,2023-10-16
POL-200493,TG-107057,18111.0,Denied,Townhouse,2024-09-11
POL-200494,TG-109708,14813.0,Pending,Townhouse,2023-08-04
POL-200495,TG-100227,24516.0,Approved,Townhouse,2025-01-04
POL-200496,TG-105855,9358.0,Denied, apartment ,2023-12-18
POL-200497,TG-100989,10403.0, approved , apartment ,2023-07-28
POL-200498,TG-103625,18041.0,Denied,Apartment,2024-12-04
POL-200499,TG-108081,11501.0, approved ,Townhouse,2024-10-11
POL-200500,TG-101399,17036.0,Pending,Apartment,2025-05-23
POL-200501,TG-104356,8905.0,Approved,Townhouse,2023-09-28
POL-200502,TG-102937,,Denied,Apartment,2024-06-01
POL-200503,TG-106373,19276.0,Denied,Condo,2024-05-15
POL-200504,TG-101683,5470.0,Approved,Condo,2023-09-15
POL-200505,TG-105057,24414.0,Denied,Apartment,2025-05-16
POL-200506,TG-104050,21884.0,Pending,Condo,2023-02-22
POL-200507,TG-108377,15179.0, approved ,Condo,2023-04-05
POL-200508,TG-101252,13325.0,Pending, apartment ,2024-10-11
POL-200509,TG-101676,12467.0, approved ,Townhouse,2024-03-09
POL-200510,TG-106207,5069.0,Approved, apartment ,2025-04-29
POL-200511,TG-108573,22189.0,Denied, apartment ,2023-10-11
POL-200512,TG-107123,9703.0,Approved,Condo,2023-02-15
POL-200513,TG-107081,,Pending,Townhouse,2023-01-04
POL-200514,TG-107785,16247.0,Denied,Condo,2023-12-08
POL-200515,TG-102433,6749.0,Approved,Townhouse,2025-02-28
POL-200516,TG-103070,24695.0,Approved, apartment ,2023-05-14
POL-200517,TG-104529,12463.0, approved ,Condo,2024-10-14
POL-200518,TG-102476,6205.0,Pending,Townhouse,2023-09-26
POL-200519,TG-103398,24863.0,Approved, apartment ,2023-06-15
POL-200520,TG-107287,7656.0,Pending,Townhouse,2025-01-29
POL-200521,TG-103582,14216.0,Denied,Townhouse,2024-03-28
POL-200522,TG-105359,6875.0, approved ,Condo,2024-07-18
POL-200523,TG-106230,10894.0,Pending,Condo,2024-12-23
POL-200524,TG-105888,19321.0,Denied,Townhouse,2024-03-13
POL-200525,TG-103396,9737.0,Pending,Condo,2024-07-28
POL-200526,TG-108607,20141.0,Denied, apartment ,2023-01-10
POL-200527,TG-100286,22137.0,Denied,Condo,2023-04-25
POL-200528,TG-100821,18636.0,Approved, apartment ,2023-03-19
POL-200529,TG-104099,21680.0,Denied,Condo,2024-12-08
POL-200530,TG-108544,18953.0,Pending,Apartment,2023-06-02
POL-200531,TG-100353,18866.0, approved , apartment ,2024-07-12
POL-200532,TG-104146,5882.0, approved ,Condo,2023-02-06
POL-200533,TG-101563,18901.0,Pending, apartment ,2025-05-04
POL-200534,TG-104175,8441.0,Approved,Townhouse,2024-01-14
POL-200535,TG-108789,16989.0,Approved,Condo,2024-08-19
POL-200536,TG-102727,14926.0,Approved,Townhouse,2024-07-19
POL-200537,TG-100793,7503.0,Approved, apartment ,2023-06-01
POL-200538,TG-103218,8582.0,Denied,Townhouse,2024-03-16
POL-200539,TG-109619,17894.0,Approved,Townhouse,2023-05-11
POL-200540,TG-103165,16291.0,Approved,Condo,2023-02-12
POL-200541,TG-102414,5375.0, approved ,Townhouse,2023-11-12
POL-200542,TG-108803,12859.0,Denied,Condo,2024-01-09
POL-200543,TG-109592,6733.0,Pending,Townhouse,2025-03-26
POL-200544,TG-101427,19379.0, approved ,Townhouse,2025-05-31
POL-200545,TG-100556,16183.0,Pending,Condo,2023-02-10
POL-200546,TG-103029,8943.0, approved , apartment ,2024-01-02
POL-200547,TG-106298,21136.0,Pending,Townhouse,2023-08-04
POL-200548,TG-104959,11070.0,Approved,Townhouse,2024-11-29
POL-200549,TG-106957,6190.0, approved ,Townhouse,2023-09-13
POL-200550,TG-103285,24382.0,Denied,Condo,2024-11-13
POL-200551,TG-102827,10571.0, approved , apartment ,2023-04-16
POL-200552,TG-102879,22640.0, approved ,Condo,2023-12-29
POL-200553,TG-104988,16960.0,Pending,Townhouse,2025-03-09
POL-200554,TG-105421,22616.0,Denied, apartment ,2024-07-27
POL-200555,TG-105667,13946.0,Approved,Apartment,2025-06-14
POL-200556,TG-109645,15335.0, approved , apartment ,2024-02-21
POL-200557,TG-100380,5076.0,Pending,Condo,2024-09-27
POL-200558,TG-109243,,Approved,Apartment,2025-02-06
POL-200559,TG-104212,18427.0,Approved,Condo,2023-06-08
POL-200560,TG-103503,19884.0,Approved,Condo,2023-08-31
POL-200561,TG-109847,10011.0,Approved,Condo,2025-06-04
POL-200562,TG-102784,20807.0, approved ,Townhouse,2023-06-16
POL-200563,TG-102854,20920.0,Pending, apartment ,2025-03-30
POL-200564,TG-102251,20252.0,Denied,Apartment,2025-04-10
POL-200565,TG-109123,24756.0,Pending,Condo,2023-07-01
POL-200566,TG-107353,11378.0,Pending,Apartment,2024-02-27
POL-200567,TG-103680,22937.0,Pending,Condo,2023-01-26
POL-200568,TG-105167,16523.0,Denied,Townhouse,2023-07-03
POL-200569,TG-103378,23915.0,Approved,Apartment,2025-01-24
POL-200570,TG-102723,11311.0, approved ,Condo,2023-12-07
POL-200571,TG-104400,12425.0,Approved,Townhouse,2025-03-12
POL-200572,TG-101081,13370.0,Approved,Condo,2024-02-26
POL-200573,TG-108929,14444.0,Pending, apartment ,2025-04-01
POL-200574,TG-101679,16745.0,Pending,Townhouse,2024-11-16
POL-200575,TG-105084,5227.0,Pending,Apartment,2025-06-03
POL-200576,TG-102166,6350.0,Denied,Condo,2025-01-22
POL-200577,TG-105654,7270.0, approved ,Townhouse,2025-04-10
POL-200578,TG-105072,21349.0,Pending,Townhouse,2023-09-12
POL-200579,TG-104693,8916.0,Pending,Condo,2023-10-01
POL-200580,TG-101829,6756.0,Denied,Apartment,2023-06-13
POL-200581,TG-103610,20353.0,Pending,Condo,2025-03-17
POL-200582,TG-105493,15826.0,Pending, apartment ,2024-12-19
POL-200583,TG-101599,9427.0,Approved, apartment ,2023-04-21
POL-200584,TG-102906,21028.0,Approved,Condo,2024-01-27
POL-200585,TG-106206,5694.0,Denied,Apartment,2025-06-12
POL-200586,TG-100407,12898.0, approved , apartment ,2023-02-09
POL-200587,TG-109210,22050.0,Denied,Condo,2025-05-29
POL-200588,TG-106321,22164.0, approved ,Apartment,2024-04-26
POL-200589,TG-107581,9291.0,Approved,Condo,2023-08-16
POL-200590,TG-109301,8530.0,Denied,Townhouse,2023-07-24
POL-200591,TG-103231,9368.0,Approved, apartment ,2025-04-16
POL-200592,TG-102256,20345.0,Denied,Apartment,2024-04-16
POL-200593,TG-101685,7445.0,Approved, apartment ,2023-12-25
POL-200594,TG-105087,13668.0,Pending,Townhouse,2023-11-09
POL-200595,TG-108355,21730.0,Denied,Townhouse,2025-04-20
POL-200596,TG-102733,7903.0,Pending, apartment ,2025-03-25
POL-200597,TG-108041,13937.0,Pending,Townhouse,2025-06-11
POL-200598,TG-105769,24458.0,Approved,Apartment,2023-08-22
POL-200599,TG-106614,13652.0, approved , apartment ,2023-08-17
POL-200600,TG-106532,10252.0,Denied, apartment ,2023-01-25
POL-200601,TG-101738,13545.0,Denied,Apartment,2024-11-06
POL-200602,TG-109788,15735.0,Pending,Condo,2023-07-17
POL-200603,TG-106163,12688.0,Denied,Condo,2024-02-13
POL-200604,TG-106025,19267.0, approved ,Condo,2023-12-03
POL-200605,TG-101689,6593.0, approved , apartment ,2023-10-13
POL-200606,TG-101291,13859.0,Pending, apartment ,2025-06-04
POL-200607,TG-102153,16510.0,Approved,Condo,2023-03-13
POL-200608,TG-107165,6580.0, approved ,Townhouse,2025-03-02
POL-200609,TG-108664,19437.0,Pending, apartment ,2023-10-13
POL-200610,TG-107539,5771.0,Approved,Apartment,2023-12-26
POL-200611,TG-105395,22532.0,Pending,Apartment,2024-10-18
POL-200612,TG-106616,23559.0,Approved,Apartment,2024-06-05
POL-200613,TG-106383,13513.0,Pending,Townhouse,2024-02-14
POL-200614,TG-101373,10885.0,Denied, apartment ,2024-11-26
POL-200615,TG-109223,12229.0,Denied,Apartment,2025-05-13
POL-200616,TG-104566,5933.0,Pending,Townhouse,2024-07-03
POL-200617,TG-100643,16500.0, approved ,Condo,2023-12-06
POL-200618,TG-102752,16322.0,Approved,Apartment,2023-01-29
POL-200619,TG-103046,18492.0,Denied,Condo,2023-04-29
POL-200620,TG-103335,11240.0, approved ,Apartment,2025-06-17
POL-200621,TG-109632,11650.0,Approved,Condo,2023-09-25
POL-200622,TG-108804,7093.0,Pending, apartment ,2023-07-02
POL-200623,TG-104070,22128.0, approved , apartment ,2024-08-17
POL-200624,TG-105310,21723.0,Approved, apartment ,2023-09-29
POL-200625,TG-103932,14942.0,Denied,Apartment,2023-02-09
POL-200626,TG-102343,12211.0,Approved,Townhouse,2023-04-22
POL-200627,TG-105949,10060.0,Pending,Condo,2024-09-02
POL-200628,TG-100667,8064.0,Approved,Condo,2024-03-20
POL-200629,TG-104148,7013.0,Denied,Townhouse,2023-12-20
POL-200630,TG-101890,6428.0,Approved,Townhouse,2025-01-16
POL-200631,TG-107474,5229.0,Approved, apartment ,2025-03-16
POL-200632,TG-101519,,Approved, apartment ,2023-11-18
POL-200633,TG-108573,11938.0, approved ,Condo,2024-03-22
POL-200634,TG-101264,19396.0,Approved,Townhouse,2024-09-12
POL-200635,TG-104333,5657.0,Pending,Condo,2024-06-07
POL-200636,TG-106907,16179.0,Denied,Condo,2023-04-29
POL-200637,TG-101376,19344.0,Approved, apartment ,2024-01-30
POL-200638,TG-101145,11438.0,Approved,Condo,2024-08-13
POL-200639,TG-102142,12460.0, approved ,Condo,2023-07-14
POL-200640,TG-105181,7433.0,Denied, apartment ,2023-09-18
POL-200641,TG-100093,16102.0,Pending, apartment ,2023-02-15
POL-200642,TG-101765,18663.0,Denied,Townhouse,2024-12-26
POL-200643,TG-101683,15986.0, approved ,Condo,2024-03-22
POL-200644,TG-109289,20641.0,Approved,Townhouse,2023-01-02
POL-200645,TG-106508,9052.0,Pending,Apartment,2024-06-16
POL-200646,TG-107835,8452.0, approved ,Condo,2025-04-05
POL-200647,TG-108594,8026.0,Pending, apartment ,2024-07-05
POL-200648,TG-106700,23766.0,Denied,Apartment,2024-12-04
POL-200649,TG-107724,16622.0,Denied,Townhouse,2025-01-06
POL-200650,TG-109533,22512.0,Approved, apartment ,2025-01-29
POL-200651,TG-104524,24592.0, approved ,Condo,2025-01-24
POL-200652,TG-105899,22077.0,Approved, apartment ,2024-11-17
POL-200653,TG-106654,14657.0,Pending,Townhouse,2023-07-21
POL-200654,TG-103231,10606.0,Pending,Townhouse,2024-01-08
POL-200655,TG-100823,20386.0,Pending,Condo,2024-03-17
POL-200656,TG-105396,14199.0,Denied,Condo,2023-03-13
POL-200657,TG-109376,11336.0, approved ,Townhouse,2024-11-11
POL-200658,TG-109782,12864.0,Denied, apartment ,2023-12-05
POL-200659,TG-100379,19595.0,Approved, apartment ,2024-09-30
POL-200660,TG-104687,14170.0,Pending,Apartment,2023-11-18
POL-200661,TG-109654,18376.0, approved , apartment ,2024-11-10
POL-200662,TG-107825,11926.0,Pending, apartment ,2025-05-18
POL-200663,TG-105129,24753.0,Approved, apartment ,2023-05-08
POL-200664,TG-100543,18248.0,Pending,Townhouse,2025-01-07
POL-200665,TG-102283,13247.0,Denied,Condo,2023-11-04
POL-200666,TG-104562,20957.0,Pending,Apartment,2024-06-03
POL-200667,TG-104390,6617.0,Denied,Townhouse,2023-11-13
POL-200668,TG-105964,22918.0,Denied,Townhouse,2024-11-13
POL-200669,TG-107918,13620.0,Approved,Condo,2024-02-23
POL-200670,TG-104104,24006.0,Denied,Apartment,2023-12-01
POL-200671,TG-109221,6198.0, approved , apartment ,2024-02-17
POL-200672,TG-109785,11011.0,Denied,Condo,2024-12-14
POL-200673,TG-100467,12238.0,Pending,Townhouse,2023-10-30
POL-200674,TG-107123,15017.0,Denied, apartment ,2024-07-21
POL-200675,TG-109143,16392.0, approved ,Townhouse,2023-05-11
POL-200676,TG-106841,18421.0,Denied,Condo,2023-07-16
POL-200677,TG-104296,6505.0,Approved,Townhouse,2024-03-06
POL-200678,TG-106787,14809.0,Approved,Condo,2024-11-11
POL-200679,TG-108468,12812.0, approved , apartment ,2024-01-24
POL-200680,TG-106711,6523.0,Pending,Apartment,2024-11-24
POL-200681,TG-106434,16131.0,Pending,Condo,2025-02-05
POL-200682,TG-103732,6239.0,Approved,Condo,2023-06-28
POL-200683,TG-104585,19346.0, approved ,Townhouse,2024-09-22
POL-200684,TG-109599,10210.0,Pending, apartment ,2024-08-05
POL-200685,TG-106917,24244.0,Pending,Townhouse,2023-11-05
POL-200686,TG-103716,5330.0,Denied,Apartment,2024-02-20
POL-200687,TG-109625,24645.0,Pending, apartment ,2024-07-15
POL-200688,TG-107066,6300.0,Pending,Apartment,2025-05-03
POL-200689,TG-107870,18877.0,Approved,Townhouse,2023-01-01
POL-200690,TG-102001,21323.0,Denied,Apartment,2023-11-08
POL-200691,TG-106587,11388.0,Pending,Condo,2023-10-21
POL-200692,TG-108756,18803.0,Approved,Apartment,2023-08-04
POL-200693,TG-102592,20760.0,Pending,Townhouse,2024-03-16
POL-200694,TG-100731,13961.0,Approved,Apartment,2025-03-15
POL-200695,TG-106139,14084.0,Denied,Townhouse,2024-08-16
POL-200696,TG-101709,6171.0,Pending, apartment ,2024-09-13
POL-200697,TG-105174,14654.0, approved ,Apartment,2024-11-01
POL-200698,TG-108116,14981.0,Approved,Condo,2023-11-26
POL-200699,TG-103907,11666.0,Denied, apartment ,2024-04-21
POL-200700,TG-102090,23529.0,Pending,Apartment,2024-03-28
POL-200701,TG-109363,21961.0, approved ,Townhouse,2024-03-28
POL-200702,TG-100149,13051.0,Approved, apartment ,2024-11-22
POL-200703,TG-109396,18690.0,Pending, apartment ,2023-08-07
POL-200704,TG-107890,17972.0,Denied,Apartment,2024-06-07
POL-200705,TG-105085,10752.0,Denied,Townhouse,2024-04-29
POL-200706,TG-100366,16404.0,Pending,Condo,2025-03-23
POL-200707,TG-103372,16764.0,Approved,Townhouse,2025-03-26
POL-200708,TG-102190,6311.0,Denied,Townhouse,2025-01-23
POL-200709,TG-103415,8639.0,Denied, apartment ,2023-06-23
POL-200710,TG-107776,6326.0, approved ,Townhouse,2024-11-05
POL-200711,TG-101993,13079.0,Approved, apartment ,2023-03-28
POL-200712,TG-107010,7159.0,Approved, apartment ,2023-10-18
POL-200713,TG-107908,13277.0, approved ,Apartment,2024-06-11
POL-200714,TG-104191,14866.0,Pending,Apartment,2024-11-10
POL-200715,TG-109296,15716.0,Denied,Apartment,2024-10-10
POL-200716,TG-108176,12290.0,Approved,Apartment,2024-09-26
POL-200717,TG-106316,8732.0,Denied,Townhouse,2023-12-10
POL-200718,TG-109287,15130.0, approved ,Condo,2023-04-06
POL-200719,TG-108494,6263.0,Approved,Condo,2025-04-18
POL-200720,TG-103673,15406.0, approved ,Condo,2025-02-08
POL-200721,TG-104363,10134.0, approved ,Apartment,2023-08-29
POL-200722,TG-107589,10289.0,Denied, apartment ,2024-11-19
POL-200723,TG-109766,13509.0,Pending,Apartment,2023-11-14
POL-200724,TG-108152,14136.0,Approved, apartment ,2023-08-19
POL-200725,TG-105036,16678.0,Denied,Condo,2025-04-05
POL-200726,TG-100496,20409.0,Pending,Townhouse,2023-07-23
POL-200727,TG-108241,8016.0,Pending, apartment ,2023-05-31
POL-200728,TG-107996,, approved ,Apartment,2023-01-26
POL-200729,TG-107556,7560.0,Denied,Apartment,2023-02-17
POL-200730,TG-105804,10520.0,Pending,Condo,2023-09-08
POL-200731,TG-100805,8904.0,Pending, apartment ,2024-05-01
POL-200732,TG-108590,11801.0, approved ,Apartment,2024-09-17
POL-200733,TG-102386,8799.0,Denied, apartment ,2025-05-20
POL-200734,TG-107269,5940.0,Approved, apartment ,2025-02-25
POL-200735,TG-105118,21915.0,Approved,Condo,2023-03-16
POL-200736,TG-102341,10772.0,Approved, apartment ,2024-04-11
POL-200737,TG-106377,13139.0,Pending,Condo,2024-02-29
POL-200738,TG-104703,23976.0,Pending,Condo,2024-10-06
POL-200739,TG-105331,18054.0, approved ,Condo,2024-08-12
POL-200740,TG-106483,23091.0, approved ,Apartment,2023-07-19
POL-200741,TG-106512,19445.0,Pending, apartment ,2025-01-05
POL-200742,TG-104911,15660.0, approved , apartment ,2024-12-14
POL-200743,TG-106736,15251.0,Denied,Apartment,2024-01-29
POL-200744,TG-104189,22413.0,Approved, apartment ,2024-05-21
POL-200745,TG-108451,5495.0,Approved,Townhouse,2024-02-14
POL-200746,TG-107815,22153.0, approved ,Condo,2023-09-07
POL-200747,TG-104181,22151.0,Denied,Apartment,2023-06-01
POL-200748,TG-108895,20738.0, approved , apartment ,2024-11-02
POL-200749,TG-103715,15966.0,Approved,Apartment,2024-12-05
POL-200750,TG-107871,18794.0,Denied, apartment ,2023-01-06
POL-200751,TG-104806,18294.0,Denied,Townhouse,2025-02-07
POL-200752,TG-103976,12999.0,Approved,Apartment,2025-05-31
POL-200753,TG-103092,23533.0, approved ,Condo,2025-02-27
POL-200754,TG-100695,6808.0, approved ,Condo,2023-04-20
POL-200755,TG-108277,13132.0, approved ,Condo,2025-03-08
POL-200756,TG-103178,15570.0, approved ,Apartment,2024-03-11
POL-200757,TG-100584,11014.0,Approved,Apartment,2023-08-13
POL-200758,TG-103558,,Approved, apartment ,2023-06-30
POL-200759,TG-104814,17994.0,Pending,Condo,2025-04-03
POL-200760,TG-109515,6182.0,Pending, apartment ,2024-12-13
POL-200761,TG-103976,19128.0, approved ,Condo,2024-06-14
POL-200762,TG-101999,24168.0, approved ,Condo,2024-04-20
POL-200763,TG-102187,19742.0,Approved,Condo,2023-02-21
POL-200764,TG-105996,9590.0,Approved,Apartment,2024-07-24
POL-200765,TG-104409,24991.0, approved ,Condo,2023-09-13
POL-200766,TG-109074,16061.0,Pending,Apartment,2025-05-18
POL-200767,TG-100823,16079.0, approved , apartment ,2023-05-05
POL-200768,TG-101686,21481.0,Denied,Townhouse,2024-04-12
POL-200769,TG-106357,9472.0, approved ,Condo,2023-05-17
POL-200770,TG-109201,16278.0,Approved,Apartment,2025-03-31
POL-200771,TG-104492,14935.0,Approved, apartment ,2024-04-20
POL-200772,TG-104055,14557.0,Approved,Townhouse,2024-11-14
POL-200773,TG-101424,22620.0,Approved,Apartment,2024-06-27
POL-200774,TG-103022,24204.0,Denied, apartment ,2024-07-26
POL-200775,TG-101191,22093.0,Approved,Townhouse,2024-09-01
POL-200776,TG-103825,16801.0,Approved, apartment ,2023-11-21
POL-200777,TG-105437,22870.0,Pending, apartment ,2025-02-12
POL-200778,TG-105820,19919.0,Pending,Condo,2024-03-29
POL-200779,TG-101229,18472.0,Denied,Townhouse,2024-09-19
